gene	meanA	meanB	log2fc	nCellA	nCellB	expCellA	expCellB	expFractionCellA	expFractionCellB	chisq.test.p	fisher.test.p	wilcox	fisher	p.adjust
RPL37A	11.1949439425453	10.0609688543662	-1.13397508817905	477	155	477	155	1	1	NA	1	1.21766805716847e-09	2.62119222809334e-08	2.78840891960426e-07
EIF3G	3.09908195338592	1.6794063150181	-1.41967563836782	477	155	253	52	0.530398322851153	0.335483870967742	3.68433478419532e-05	2.86998491272444e-05	4.35389032224244e-05	2.68661317755736e-08	2.852881472178e-07
CREG1	1.74928195296445	0.619204272048483	-1.13007768091597	477	155	146	22	0.306079664570231	0.141935483870968	9.07236303162212e-05	3.94398826777531e-05	3.17997878430588e-05	2.6960834372335e-08	2.86122860777688e-07
SERPINB9	4.17662585445541	5.60296233141238	1.42633647695696	477	155	470	155	0.985324947589098	1	0.282416455723707	0.203181574339865	6.53563700032987e-09	2.84701634689946e-08	3.01241443943362e-07
ENOSF1	1.9223759421858	0.816508408947275	-1.10586753323853	477	155	223	46	0.467505241090147	0.296774193548387	0.000271266692461571	0.000179266628543074	7.44826395141732e-06	2.86194377379397e-08	3.02640764562532e-07
VDAC3	4.62235008210461	3.13995280186226	-1.48239728024235	477	155	357	85	0.748427672955975	0.548387096774194	3.87849349552614e-06	4.78580307298265e-06	0.00028721095343303	2.94221296256703e-08	3.10439911384608e-07
TRAM1	2.30268451327309	3.692372771689	1.38968825841591	477	155	202	91	0.423480083857442	0.587096774193548	0.000548121583763096	0.000423320894888519	3.24757226618475e-06	2.94268255334757e-08	3.10439911384608e-07
DAAM1	0.712622555151091	1.73314949007179	1.0205269349207	477	155	70	45	0.146750524109015	0.290322580645161	9.41786990257589e-05	0.000111765186002025	1.28092753387572e-05	3.05860118719254e-08	3.22286275658178e-07
HSPD1	5.5057623399052	4.15071289943428	-1.35504944047092	477	155	392	98	0.821802935010482	0.632258064516129	1.57729384003072e-06	2.49959782580133e-06	0.000578854591019584	3.08969495580054e-08	3.25277317643522e-07
MEF2C	2.13588569937585	3.53925245032028	1.40336675094443	477	155	216	93	0.452830188679245	0.6	0.00198893849085108	0.00164120977385567	8.93700617357661e-07	3.13007667708062e-08	3.29037510418599e-07
ENSA	3.57694968052158	2.41968243410115	-1.15726724642043	477	155	298	66	0.624737945492662	0.425806451612903	2.04185135005499e-05	1.60038644361002e-05	9.33016602835893e-05	3.18382629175215e-08	3.34292357721124e-07
GNL2	1.71542600228667	0.649807219060279	-1.06561878322639	477	155	142	21	0.29769392033543	0.135483870967742	9.43532702389003e-05	3.46054685127948e-05	4.71255084947469e-05	3.46287315200711e-08	3.61668819918204e-07
C11orf31	4.28686044057279	3.04313800757694	-1.24372243299584	477	155	372	89	0.779874213836478	0.574193548387097	9.41295070225837e-07	1.3290028062067e-06	0.00124302323603512	3.50571764300028e-08	3.65928577932901e-07
LARP4B	1.51669261569174	2.8072189215793	1.29052630588756	477	155	166	78	0.348008385744235	0.503225806451613	0.000798217805088444	0.000851308574508024	2.06638099271279e-06	3.72204147422005e-08	3.87825376586961e-07
ESYT1	1.85802171158639	0.721407634228585	-1.1366140773578	477	155	156	25	0.327044025157233	0.161290322580645	0.0001118024944554	5.9123664275431e-05	3.04296124565663e-05	3.80259455573818e-08	3.95060904867341e-07
ESD	4.6189077501417	3.10692152974	-1.51198622040169	477	155	349	84	0.731656184486373	0.541935483870968	1.57098734354782e-05	1.67246842048576e-05	0.000111499573566126	3.93473915627335e-08	4.08074231283052e-07
BCAP31	3.88060953362178	2.19432813539647	-1.68628139822531	477	155	297	69	0.622641509433962	0.445161290322581	0.000147883574185061	0.000119914428784292	1.7960809078069e-05	4.51343069383233e-08	4.62425037542153e-07
MORF4L2	5.24379650387681	3.4188759054893	-1.8249205983875	477	155	396	109	0.830188679245283	0.703225806451613	0.000927558780794575	0.00114040711836311	1.96598760428142e-06	4.689396518473e-08	4.78478205649915e-07
TBXAS1	1.91790739253594	0.724226436092047	-1.19368095644389	477	155	150	23	0.314465408805031	0.148387096774194	8.67149305047243e-05	4.58330766164615e-05	5.19461987391846e-05	4.96546326628023e-08	5.04937640994687e-07
GNAS	5.94665820616976	4.31271515816827	-1.63394304800149	477	155	430	121	0.90146750524109	0.780645161290323	0.000162511220018908	0.000259461252304921	9.67944764456857e-06	5.2244035254967e-08	5.2676685802172e-07
PAIP1	1.80717201729846	0.79687791550979	-1.01029410178867	477	155	150	23	0.314465408805031	0.148387096774194	8.67149305047243e-05	4.58330766164615e-05	5.64083441930271e-05	5.37068776200023e-08	5.39984986749526e-07
ABHD10	1.8430416314818	0.791532141226034	-1.05150949025576	477	155	145	22	0.30398322851153	0.141935483870968	0.000108745613865328	4.07305827634105e-05	8.18471213536849e-05	6.84044286602694e-08	6.75156648453608e-07
LGMN	2.18179433479643	3.34116385819732	1.1593695234009	477	155	447	148	0.937106918238994	0.954838709677419	0.535252573466949	0.55473950797064	6.6122626097462e-09	7.49154536451435e-08	7.32506657863626e-07
C9orf78	4.30269084942284	2.83979480794217	-1.46289604148067	477	155	424	121	0.888888888888889	0.780645161290323	0.00109902595239187	0.00117499958709533	3.43646394605749e-06	8.20794903362641e-08	7.96400842880731e-07
PABPC1	8.19707289754178	7.07276713170999	-1.12430576583179	477	155	473	153	0.991614255765199	0.987096774193548	0.978336436064249	0.638609646924726	6.79732197482945e-09	8.79244846729277e-08	8.49888874141361e-07
SNRNP40	2.93636215487519	1.93029835436456	-1.00606380051063	477	155	249	50	0.522012578616352	0.32258064516129	2.36012027448864e-05	1.84851872696495e-05	0.000236738791110714	8.8604540880618e-08	8.55789697834165e-07
UBA6	1.81759559169207	3.17762085689789	1.36002526520582	477	155	194	86	0.406708595387841	0.554838709677419	0.00173450513964724	0.00152249896166966	3.49118141064798e-06	1.06586373215914e-07	1.01591387146707e-06
EIF3B	2.11916193968544	1.0704826946949	-1.04867924499054	477	155	179	31	0.375262054507338	0.2	8.6262770202532e-05	5.14956887647984e-05	0.000108519016459888	1.11779746004654e-07	1.05973160798865e-06
DNAJC8	5.27440457038915	3.63342728087694	-1.64097728951221	477	155	386	100	0.809224318658281	0.645161290322581	4.12273772134212e-05	4.54441725372911e-05	0.000124852861291522	1.13405212411675e-07	1.07285314307075e-06
NUDT5	2.88787236975986	4.32226015927105	1.43438778951119	477	155	245	103	0.513626834381551	0.664516129032258	0.0014327625586699	0.00112029140442628	5.07762474308562e-06	1.13682113229929e-07	1.07490066211447e-06
POP5	2.63703808020049	1.30642758237991	-1.33061049782058	477	155	240	50	0.50314465408805	0.32258064516129	0.000129990019222645	9.2730619249468e-05	6.21827661598957e-05	1.15159116972687e-07	1.08770906658155e-06
MCCC1	1.88513402031168	0.772705604220312	-1.11242841609137	477	155	154	25	0.322851153039832	0.161290322580645	0.000159543496101374	8.66844680214152e-05	6.75062791110008e-05	1.16780517751002e-07	1.1018526982706e-06
NFKBIZ	2.86044064617775	1.57968750703484	-1.28075313914291	477	155	242	52	0.507337526205451	0.335483870967742	0.000279170733130104	0.000202698047236411	2.92825684926331e-05	1.18367976565913e-07	1.11387461695907e-06
HRSP12	1.66715488394658	0.634439869963186	-1.0327150139834	477	155	135	20	0.283018867924528	0.129032258064516	0.000167406973227511	6.47827682618872e-05	9.59737089568374e-05	1.23701659809371e-07	1.15863003736443e-06
TMEM59	6.19426217489985	4.62808435009384	-1.56617782480601	477	155	428	114	0.89727463312369	0.735483870967742	1.08717116919584e-06	2.29727444840159e-06	0.00276578362972469	1.26276094853273e-07	1.17831173864135e-06
MTF2	2.55643942273676	1.4998293160697	-1.05661010666706	477	155	222	43	0.465408805031447	0.27741935483871	5.6511736448141e-05	3.5066283045097e-05	0.000187555838811217	1.30483476939058e-07	1.21536211127479e-06
UBE2E3	2.22131134847654	1.02391535668901	-1.19739599178753	477	155	179	32	0.375262054507338	0.206451612903226	0.000160866772071162	8.39497212409942e-05	7.87531223514543e-05	1.31131784444538e-07	1.22041811533304e-06
THRAP3	4.65251992883362	5.66514340134601	1.01262347251239	477	155	385	137	0.807127882599581	0.883870967741936	0.0387053962052521	0.0284400642586469	2.34141677727247e-07	1.32030049576108e-07	1.22813509223699e-06
M6PR	2.02956497910804	0.915910935987361	-1.11365404312068	477	155	161	27	0.337526205450734	0.174193548387097	0.00016767670279962	7.6656731669018e-05	9.3513753530621e-05	1.4160268800815e-07	1.30895963704258e-06
RPL10A	10.5091547722744	9.17730433753801	-1.33185043473639	477	155	477	155	1	1	NA	1	7.26356184530779e-09	1.43385583682168e-07	1.32406344703077e-06
ELF1	3.19367760436044	2.02872851224602	-1.16494909211443	477	155	259	54	0.542976939203354	0.348387096774194	3.83676922100875e-05	2.92558766910094e-05	0.000252357505381129	1.45621802958965e-07	1.34262093848473e-06
CTBP1	4.01562982350473	5.11834827796486	1.10271845446013	477	155	397	139	0.832285115303983	0.896774193548387	0.0695919965462024	0.053920108029238	1.55841821223063e-07	1.64654216972512e-07	1.50948600356027e-06
SPATS2L	0.992144345688306	2.17113659151181	1.17899224582351	477	155	334	121	0.70020964360587	0.780645161290323	0.0665741822157204	0.063535721840281	1.35501843987401e-07	1.68485922855923e-07	1.54008564041965e-06
CHCHD3	2.36324376976415	1.3271652086208	-1.03607856114335	477	155	186	33	0.389937106918239	0.212903225806452	8.61140856236158e-05	4.27781445518889e-05	0.000212692424301853	1.77560265194397e-07	1.61696274287685e-06
CANX	3.98187756699213	2.62611248334265	-1.35576508364947	477	155	299	69	0.626834381551363	0.445161290322581	0.000100024522126365	8.01962885975672e-05	0.000126198325256114	1.96428304104395e-07	1.7778561780854e-06
ZC3H15	3.7411929154018	2.52398921268761	-1.21720370271419	477	155	293	64	0.614255765199161	0.412903225806452	1.7114984904337e-05	1.60708664771238e-05	0.00064325269672336	2.00420512167378e-07	1.81214395945438e-06
SLC38A1	1.35276003662947	2.59946295503864	1.24670291840917	477	155	140	68	0.293501048218029	0.438709677419355	0.00117845887808294	0.00112948585516834	9.66156191549332e-06	2.10977045255671e-07	1.89890023112142e-06
DAD1	6.62542637451853	4.87137515996564	-1.75405121455289	477	155	437	119	0.916142557651992	0.767741935483871	1.64521940697038e-06	3.40755335336703e-06	0.00327696289068819	2.15627639577789e-07	1.93585703087615e-06
RSU1	3.61506707465209	2.55060997093554	-1.06445710371654	477	155	323	76	0.677148846960168	0.490322580645161	4.26441121346218e-05	3.64727527348246e-05	0.000313221000274715	2.20341551631141e-07	1.97418922469514e-06
LAMP2	3.51748891970541	2.21635201442919	-1.30113690527622	477	155	402	112	0.842767295597484	0.72258064516129	0.00129402542699203	0.00129511490358143	9.37046913743851e-06	2.33336937880753e-07	2.07701422522197e-06
BCYRN1	2.88850886875083	1.63648480118526	-1.25202406756557	477	155	247	54	0.517819706498952	0.348387096774194	0.00034790463428746	0.00029144626195137	4.1687137745598e-05	2.33587119604827e-07	2.07820051956727e-06
SNRPF	4.20164727076491	2.57319470192016	-1.62845256884475	477	155	323	79	0.677148846960168	0.509677419354839	0.000243725118458082	0.000245571723277809	5.00996873749993e-05	2.36383951865697e-07	2.10098056418232e-06
PLGRKT	1.97981637598086	0.859649445403309	-1.12016693057756	477	155	151	24	0.316561844863732	0.154838709677419	0.000141343048039657	7.67590206740039e-05	0.000162573245606522	2.39586377799834e-07	2.12625434436837e-06
C1orf54	1.75164336188855	0.69040561462263	-1.06123774726592	477	155	173	31	0.362683438155136	0.2	0.000247717117768083	0.000158411115666961	7.89521781719269e-05	2.40094823842272e-07	2.12970338753504e-06
PA2G4	3.63140497021898	2.26248582480296	-1.36891914541603	477	155	279	62	0.584905660377358	0.4	8.86563394091549e-05	6.51924256929798e-05	0.000193705143724027	2.42299814197179e-07	2.14498082528339e-06
RUVBL2	3.22176314435239	1.92702150448512	-1.29474163986727	477	155	243	51	0.509433962264151	0.329032258064516	0.000133852850523749	9.47621545565134e-05	0.000149158664976021	2.69612344676276e-07	2.36067422835959e-06
TIMM13	3.69773099861183	2.46736284805668	-1.23036815055515	477	155	289	63	0.605870020964361	0.406451612903226	2.1470295544094e-05	1.72490226023451e-05	0.000827792677649886	2.72214689595325e-07	2.38017133411043e-06
RPL28	6.59446246351949	5.24269592764519	-1.3517665358743	477	155	463	142	0.970649895178197	0.916129032258065	0.00720100785419522	0.00979774335951598	1.47043099395177e-06	2.74531626309089e-07	2.39924984723224e-06
GSS	1.5729569346999	0.527779817882961	-1.04517711681694	477	155	121	17	0.253668763102725	0.109677419354839	0.00025429877276123	0.000123486945662796	0.000124915999365952	2.92887644181898e-07	2.54341512602708e-06
STRN3	3.3095212343405	4.41608501796081	1.10656378362031	477	155	275	112	0.576519916142558	0.72258064516129	0.00164612604950682	0.00122613551942013	1.3602657846722e-05	3.1537979773898e-07	2.72542113981921e-06
ZNF207	3.54227810526059	2.2497251843503	-1.29255292091028	477	155	270	59	0.566037735849057	0.380645161290323	8.80818462358082e-05	6.62538410358829e-05	0.00025707274526774	3.21704360001534e-07	2.77602752591615e-06
CLDND1	2.41669375153866	3.48067573983169	1.06398198829302	477	155	201	90	0.421383647798742	0.580645161290323	0.000770362217933413	0.000597413157896263	3.00047039402624e-05	3.37658125297043e-07	2.90382720623137e-06
ZFAND6	2.83494611153346	1.49828369783118	-1.33666241370227	477	155	246	53	0.515723270440252	0.341935483870968	0.000240435530599798	0.000200770158779509	9.41194928632408e-05	3.549552834715e-07	3.03642209768498e-06
FAM60A	2.61444325013695	1.45573680246255	-1.1587064476744	477	155	226	46	0.473794549266247	0.296774193548387	0.000160903942389408	0.000120943191682392	0.00016054751945727	3.64209236308868e-07	3.10810532147213e-06
GLA	1.83089150704984	0.702591667779331	-1.12829983927051	477	155	136	21	0.285115303983228	0.135483870967742	0.000274215116489564	0.000112222469273905	0.000173969161764988	3.66093322345667e-07	3.11969074689194e-06
NIPSNAP3A	3.10448809670774	1.89268137807212	-1.21180671863562	477	155	261	57	0.547169811320755	0.367741935483871	0.000151253428543865	0.000140547585138123	0.000139192468072306	3.66801862967256e-07	3.1242309133234e-06
TFDP2	3.19081144073242	2.16566324159269	-1.02514819913973	477	155	466	150	0.976939203354298	0.967741935483871	0.734618645424473	0.55755285388859	3.5666157698915e-08	3.7252529302482e-07	3.16691038202258e-06
RPS28	8.24226012509733	6.83987572053916	-1.40238440455817	477	155	466	140	0.976939203354298	0.903225806451613	0.000155873821094513	0.00022718506111591	9.50295543913068e-05	4.02663416605817e-07	3.4018995875924e-06
SEC11A	2.60599302631195	1.26799601404667	-1.33799701226528	477	155	231	49	0.484276729559748	0.316129032258064	0.000359518406042959	0.000271787070127898	8.24192368686946e-05	4.16966695352264e-07	3.50614946858176e-06
RPN1	2.93347189967824	1.86611628484183	-1.06735561483641	477	155	235	48	0.492662473794549	0.309677419354839	0.000101436663885005	6.28972446142945e-05	0.000367179251711849	4.29181709333755e-07	3.60374778701787e-06
COX7C	8.47718941961016	6.94812436861148	-1.52906505099868	477	155	468	141	0.981132075471698	0.909677419354839	0.000104366830983389	0.000170020027588205	0.000144190363606754	4.54119759880887e-07	3.79343649043358e-06
PTTG1	2.588668524069	1.49573042292824	-1.09293810114076	477	155	217	43	0.454926624737945	0.27741935483871	0.000140295361108659	0.000108790487493471	0.000227214223127683	4.5768498429378e-07	3.82142239586954e-06
PHB2	3.18732304259781	1.88709012544585	-1.30023291715196	477	155	240	50	0.50314465408805	0.32258064516129	0.000129990019222645	9.2730619249468e-05	0.000279072478901918	4.77973213667632e-07	3.97773962835011e-06
OSGEP	2.29721800950668	1.1211146083366	-1.17610340117008	477	155	179	33	0.375262054507338	0.212903225806452	0.000292969328130225	0.00018566819520048	0.000144278145863602	4.93842743269474e-07	4.1002095302934e-06
HDDC2	2.82967698218999	1.74764500442983	-1.08203197776015	477	155	290	68	0.607966457023061	0.438709677419355	0.000317175457740207	0.000265765575785006	0.000102015569115617	4.99496168049528e-07	4.1394143977848e-06
NCOA4	3.41387649441438	2.21411337233905	-1.19976312207532	477	155	277	62	0.580712788259958	0.4	0.000129782011296872	9.67074509931111e-05	0.000284132768850843	5.05862435668975e-07	4.18242356114032e-06
PRELID1	1.75740513519236	2.76593676394858	1.00853162875622	477	155	152	75	0.318658280922432	0.483870967741935	0.000285290532370921	0.000245765664892252	0.000119712239754686	5.39629695794152e-07	4.42660704773274e-06
SLC48A1	1.81808484012192	2.94983581618058	1.13175097605866	477	155	334	126	0.70020964360587	0.812903225806452	0.00841862473977227	0.00676221302700062	4.43555640342715e-06	5.49561191768524e-07	4.50184320040428e-06
HNRNPH3	3.42931582310703	2.35865226754704	-1.07066355555999	477	155	292	66	0.612159329140461	0.425806451612903	7.06798301490016e-05	5.74844314038062e-05	0.000535103800300129	5.6281966113824e-07	4.59985392937625e-06
CHCHD7	1.2419076794599	2.39289244834672	1.15098476888683	477	155	114	60	0.238993710691824	0.387096774193548	0.000496284270097298	0.000594298536801926	5.18317197930936e-05	5.63569933720541e-07	4.60386909090824e-06
ANKRD10	7.29889607815542	8.32506985900261	1.02617378084719	477	155	463	150	0.970649895178197	0.967741935483871	0.999999999999999	0.791546185991282	4.04051832790838e-08	5.8394013228773e-07	4.73329675857122e-06
BLOC1S6	2.02114667707604	0.93087835415811	-1.09026832291793	477	155	295	75	0.618448637316562	0.483870967741935	0.00422563549611061	0.00360810872080262	1.13927158941321e-05	7.40203015044579e-07	5.90038062575446e-06
FAM96B	2.61262727366005	3.70219072041136	1.08956344675131	477	155	219	94	0.459119496855346	0.606451612903226	0.00196965020104212	0.00164024126011826	2.52443632884008e-05	7.45315762781971e-07	5.93049820913711e-06
SRI	5.39212499075086	4.26313934275843	-1.12898564799243	477	155	432	117	0.905660377358491	0.754838709677419	2.69417568762292e-06	7.27300987370003e-06	0.00572154430672593	7.48817247767853e-07	5.95569368962924e-06
C19orf48	2.88023104366719	1.41867782372545	-1.46155321994174	477	155	244	55	0.511530398322851	0.354838709677419	0.000960394529082751	0.000828259904835385	5.20744369865175e-05	7.74593510173482e-07	6.14420983348676e-06
PGD	2.73202371450323	1.4933593625062	-1.23866435199704	477	155	217	45	0.454926624737945	0.290322580645161	0.000431490725614534	0.000344099827012463	0.000131855168662964	8.12527446461114e-07	6.43909416193332e-06
SCP2	4.24514060676966	2.96381907302536	-1.2813215337443	477	155	337	81	0.706498951781971	0.52258064516129	4.02849456781291e-05	3.81736066259281e-05	0.00118906158467706	8.12855946184652e-07	6.43909416193332e-06
PSMD13	2.69932333741864	1.59060185921752	-1.10872147820112	477	155	204	40	0.427672955974843	0.258064516129032	0.000239599362925535	0.000142462982757037	0.000321361975530964	8.19472314915755e-07	6.48572567673307e-06
STOML2	3.37207271433181	1.98114613085297	-1.39092658347884	477	155	263	59	0.551362683438155	0.380645161290323	0.000316808501845439	0.000294227164742565	0.000161185025334745	8.4720593581685e-07	6.69330342892459e-06
LDHA	6.62443089440392	5.39900601422653	-1.22542488017739	477	155	441	124	0.924528301886792	0.8	2.38984421050515e-05	3.72450048076754e-05	0.00129387469327833	8.60106848265579e-07	6.78316740672978e-06
SNRPD1	4.68540513158589	3.44724871479842	-1.23815641678747	477	155	344	85	0.721174004192872	0.548387096774194	9.48614509943454e-05	0.000103375351914994	0.000493456323024039	9.07551866725569e-07	7.12257924190451e-06
RPS20	9.41429125085396	8.14420042935711	-1.27009082149684	477	155	477	155	1	1	NA	1	5.16746257088518e-08	9.18686945251555e-07	7.2036079130091e-06
SYNCRIP	2.9675138746667	1.96282393220728	-1.00468994245943	477	155	250	53	0.524109014675052	0.341935483870968	0.000117357606068151	9.50515282539796e-05	0.00055655288852363	9.39252375672214e-07	7.35189354026829e-06
RNASET2	1.28912062269077	2.3359490668221	1.04682844413134	477	155	112	59	0.234800838574423	0.380645161290323	0.000567416305274217	0.000566739339003605	9.43445712613364e-05	9.48759009234009e-07	7.41977129262813e-06
ADSL	3.04010518997381	1.6244028162545	-1.41570237371931	477	155	251	56	0.526205450733753	0.361290322580645	0.000508199055263796	0.000422540276444406	0.000127477451700229	9.55381169403464e-07	7.45650070826682e-06
RPL36	9.58885321178764	8.3765089869629	-1.21234422482473	477	155	474	150	0.993710691823899	0.967741935483871	0.0358219549598766	0.0243830871571526	2.20950771893592e-06	9.55552914797019e-07	7.45650070826682e-06
TPRKB	2.70322555340337	1.66539264183752	-1.03783291156585	477	155	227	46	0.475890985324948	0.296774193548387	0.000134697244659174	8.5782304873906e-05	0.000652183786257026	9.90178613026841e-07	7.70781342234251e-06
EIF3A	3.00534587267648	1.93637718298341	-1.06896868969306	477	155	262	58	0.549266247379455	0.374193548387097	0.000219876885363527	0.000204269957824771	0.000284123177515674	1.025074057656e-06	7.95360822736496e-06
ING3	2.80932962118815	1.66822567585599	-1.14110394533215	477	155	262	59	0.549266247379455	0.380645161290323	0.000377118489034136	0.000300283364417765	0.000197907707093192	1.04822732273146e-06	8.11908012587119e-06
PPIL3	2.27421154131849	1.07224643228548	-1.20196510903301	477	155	266	63	0.557651991614256	0.406451612903226	0.00146766339260816	0.0011860807011762	5.08233023343773e-05	1.06239966711795e-06	8.21171222169668e-06
YTHDF2	2.93797554797426	1.69804264760408	-1.23993290037017	477	155	234	50	0.490566037735849	0.32258064516129	0.000371276079694622	0.000278288587534644	0.000231540246673856	1.13132466358846e-06	8.69452106353158e-06
ICAM2	2.23968447700228	1.06773124165853	-1.17195323534376	477	155	196	39	0.410901467505241	0.251612903225806	0.000522049645378364	0.000380938116201336	0.000176694286878319	1.17885765645736e-06	9.04280186116241e-06
KLF6	5.33648796633786	6.46655754739439	1.13006958105652	477	155	395	145	0.828092243186583	0.935483870967742	0.00156440060751603	0.000603957770211398	0.000117745589654539	1.24156754694408e-06	9.42568319986472e-06
TRAPPC6A	3.80591523385155	2.79545039979407	-1.01046483405748	477	155	305	68	0.639412997903564	0.438709677419355	1.56016589795248e-05	1.39198295268829e-05	0.00534709424263343	1.29609037430194e-06	9.77899087164317e-06
RPS21	8.61463828955304	7.25800165049966	-1.35663663905338	477	155	468	140	0.981132075471698	0.903225806451613	3.09015103523786e-05	6.21165550319074e-05	0.00135479533130683	1.45509446951982e-06	1.08538320737116e-05
SOD1	6.53266948650941	5.04383212017019	-1.48883736633923	477	155	445	126	0.932914046121593	0.812903225806452	2.24433299389411e-05	3.51880921995273e-05	0.00248327308588458	1.50759378107448e-06	1.12223563870938e-05
UQCRH	6.4697170315322	4.93502163770483	-1.53469539382738	477	155	424	116	0.888888888888889	0.748387096774194	2.94208180173368e-05	4.01444787539672e-05	0.00223310576516458	1.54438132265478e-06	1.14865784064901e-05
CCT4	4.22361223765853	3.0393588788549	-1.18425335880363	477	155	350	86	0.733752620545073	0.554838709677419	4.432082364349e-05	5.6992191356901e-05	0.00163222393501348	1.59912084792173e-06	1.18639282940971e-05
TXNIP	2.4964904354945	3.62955536596845	1.13306493047395	477	155	204	91	0.427672955974843	0.587096774193548	0.000769232924986549	0.000601475815667875	0.000158859444929712	1.63998537082392e-06	1.21468249799025e-05
PNKD	2.90000615753535	1.72625715715752	-1.17374900037783	477	155	236	50	0.494758909853249	0.32258064516129	0.000263691184803758	0.000194508967449414	0.00051603640063014	1.71783232014876e-06	1.26864093572764e-05
NDUFA4	7.42873948881864	6.31376784437323	-1.1149716444454	477	155	468	137	0.981132075471698	0.883870967741936	6.58149917775699e-07	2.58817851143988e-06	0.0389194895101298	1.72358256468966e-06	1.2718307874605e-05
COMT	3.27492154430753	2.11729353150318	-1.15762801280435	477	155	250	53	0.524109014675052	0.341935483870968	0.000117357606068151	9.50515282539796e-05	0.00113726594513741	1.84202841730565e-06	1.35249471896015e-05
HIGD1A	3.31227356547306	2.23291433831706	-1.079359227156	477	155	280	64	0.587002096436059	0.412903225806452	0.000225884699416904	0.000194966962432649	0.000572180484814366	1.89743156232693e-06	1.38915747330822e-05
EIF3E	7.66816229926825	6.3077491189865	-1.36041318028175	477	155	468	139	0.981132075471698	0.896774193548387	8.83429547096828e-06	2.20786875833861e-05	0.0051298272907187	1.92469051213196e-06	1.40795467257851e-05
CNPY2	4.89790520001128	3.41765576285015	-1.48024943716113	477	155	384	102	0.805031446540881	0.658064516129032	0.000250475924023514	0.000272565337449764	0.000416081355779666	1.92708147044657e-06	1.40912382635369e-05
NAE1	2.62712648937046	1.54630763889018	-1.08081885048028	477	155	215	44	0.450733752620545	0.283870967741935	0.000349196108971105	0.00023760257545421	0.000508370178947812	2.04488057442267e-06	1.4877252116687e-05
SMS	2.72007494172637	1.63337409075562	-1.08670085097075	477	155	235	51	0.492662473794549	0.329032258064516	0.000534521538104358	0.000403532134747268	0.000308259267113579	2.10221167024126e-06	1.52339643906273e-05
PPT1	4.90019012421882	3.36175911591629	-1.53843100830253	477	155	375	100	0.786163522012579	0.645161290322581	0.000620452034072404	0.0005970671097961	0.000228869218286952	2.29652290369957e-06	1.65074772083152e-05
PRDX5	5.99658555827795	4.4774124616082	-1.51917309666975	477	155	449	134	0.941299790356394	0.864516129032258	0.00336179343971806	0.00311866446425751	4.61827823815044e-05	2.41294774710269e-06	1.72675358906994e-05
SSBP1	6.4068594731045	4.62207763352444	-1.78478183958006	477	155	437	126	0.916142557651992	0.812903225806452	0.000598440257672229	0.000925871307522063	0.000191261733029307	2.93014161467729e-06	2.04259597421582e-05
EIF3M	5.95477427153441	4.62752841806627	-1.32724585346814	477	155	416	111	0.872117400419287	0.716129032258065	1.03994343055159e-05	1.79948634509598e-05	0.0108246794889644	3.20453607615362e-06	2.21735435148723e-05
TECR	2.95744372550302	1.78465760266029	-1.17278612284273	477	155	253	57	0.530398322851153	0.367741935483871	0.000610865526668699	0.000441003208119041	0.000511620049029748	3.67869490800412e-06	2.51316220924985e-05
ETFA	4.24813637724589	2.93144953595118	-1.31668684129471	477	155	341	85	0.714884696016772	0.548387096774194	0.000181591119854276	0.000170501064969229	0.00137223060098112	3.8061918438215e-06	2.59428168005257e-05
ARL6IP1	3.06949373158062	1.95890401842673	-1.1105897131539	477	155	252	56	0.528301886792453	0.361290322580645	0.000429168213099581	0.0003074936281202	0.00077765058918094	3.88485498906012e-06	2.64182028636315e-05
MPC2	3.19722511199872	2.02541047923383	-1.17181463276488	477	155	300	73	0.628930817610063	0.470967741935484	0.000724745230283143	0.00068674607403581	0.000355774741167139	3.96414511224649e-06	2.68854038593261e-05
AKR1B1	3.28290552800648	1.82063452707668	-1.4622710009298	477	155	244	55	0.511530398322851	0.354838709677419	0.000960394529082751	0.000828259904835385	0.00031024155579607	4.15616952960682e-06	2.81340706619539e-05
TCERG1	3.1590168335813	2.03442908448036	-1.12458774910094	477	155	351	96	0.735849056603774	0.619354838709677	0.00764031724084632	0.00806677332345983	3.22371166604093e-05	4.20302262933292e-06	2.83863716789598e-05
MRPS9	2.04742788402287	0.949205617643471	-1.0982222663794	477	155	156	28	0.327044025157233	0.180645161290323	0.000714881108836348	0.000504913013304649	0.000529090161953008	4.31050382286396e-06	2.90681016522116e-05
NDUFS8	4.26784513770397	2.81534463059714	-1.45250050710683	477	155	321	80	0.672955974842767	0.516129032258065	0.000611854675216703	0.000536662796968999	0.000516811272531155	4.46482738030186e-06	3.00404131386245e-05
TCEB1	2.64685394357405	3.66550992319704	1.01865597962299	477	155	324	123	0.679245283018868	0.793548387096774	0.00891020943623076	0.00615520770519923	4.52089391840678e-05	4.47867112710524e-06	3.01221558665996e-05
RPL29	8.91080124892953	7.52021403328477	-1.39058721564476	477	155	467	146	0.979035639412998	0.941935483870968	0.0375989837029127	0.0280155891107954	1.05325114656637e-05	4.73182608940245e-06	3.16571097347452e-05
PTGES3	5.44370080645195	3.87338776197638	-1.57031304447557	477	155	385	104	0.807127882599581	0.670967741935484	0.000651392048325423	0.000606365995229712	0.000487854322096628	4.74300832661145e-06	3.1719983451409e-05
